Gender,Residence,Study_Level,Faculty,Grad_School,Visiting_Faculty_GradSchool,Affiliation_Program,Freq_Taxi,Freq_Ring,Freq_Walking,Freq_Hitchhiking,Freq_PersonalVehicle,Weekday_Ring_Frequency,Weekday_Ring_TimeSlots,Weekday_Schedule_Satisfaction,Weekend_Ring_Frequency,Weekend_Ring_TimeSlots,Weekend_Schedule_Satisfaction,Route_Used_Most,Ring_Purposes,Ring_Reasons,Problem_LateBus,Problem_TooCrowded,Problem_LongWait,Problem_NotMyRoute,Problem_RouteConfusing,Problem_HoursMismatch,Problem_NotClean,Problem_DriverBehavior,Understanding_Routes,Avg_Wait_Time,UseMore_IfFrequent,App_Helping_Ring,MostValuable_Improvement,Overall_Satisfaction,Open_Comments,Department
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Master's,,Institute of Natural Sciences,,,Never,Sometimes,Always,Never,Never,Haftada 1–2 kez,,,Never use it,,,Brown (A1 - A1),Going to Gate A1,"Most convenient transportation method, Free",Sometimes,Always,Often,Rarely,Never,Never,Never,Never,4.0,5 dakikadan az,Yes,,More frequent buses,2.0,"Hiç ring bozulup inmek zorunda kaldınız mı: Evet
Batı yurtlar tarafında sarı ring İsa demiray'dan geçerken tam doluyor. Sonraki durakta genelde durmuyor. Bu yüzden bölüme sarı ring ile gidemiyorum",
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Sometimes,Often,Sometimes,Often,Rarely,Once a day,"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),Late hours (19:00–23:00),Very Unsatisfied,"Yellow (A2 - East), Navy (East - East)","Going to West Dorms, Going to Gate A1, Going to Gate A2","Fastest transportation method, I don't have a personal vehicle",Rarely,Always,Sometimes,Rarely,Sometimes,Never,Sometimes,Never,3.0,16–20 minutes,Yes,5.0,More frequent buses,3.0,,Aerospace Engineering
Female,"West Dorms/Guesthouses (Isa Demiray Dormitory, 19th Dorm, etc.)",Other,,,,Food Engineering,Never,Often,Often,Rarely,Never,More than once a day,"Midday (11:00-15:00), Late evening (19:00-23:00)",Very satisfied,Often (every weekend),"Evening (15:00–19:00), Late (19:00–23:00)",Neutral,"Yellow (A2 - East), Navy Blue (East - East)","To get to West dormitory, To get to department, To get to dining facilities","Most convenient, It's free, No private car",Rarely,Always,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,4.0,Less than 5 minutes,Yes,5.0,More frequent buses,5.0,,
Male,"West Dorms/Guesthouses (Isa Demiray Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Economic and Administrative Sciences,,,,Never,Often,Always,Rarely,Never,Once a day,"Evening (15:00-19:00), Late evening (19:00-23:00)",Neutral,Often (every weekend),"Evening (15:00–19:00), Late (19:00–23:00)",Dissatisfied,"Brown (A1 - A1), Yellow (A2 - East), Navy Blue (East - East), Purple (A1 - A1)","To get to West dormitory, To get to East dormitory, To get to A1 Entrance","It's free, No private car",Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,2.0,11–15 minutes,Yes,4.0,More frequent buses,3.0,,Political Science and Public Administration
Male,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Often,Always,Rarely,Never,Haftada 3–4 kez,"Noon (11:00–15:00), Afternoon (15:00–19:00)",Neutral,Nadiren (ayda 1–2 kez),,Unsatisfied,Brown (A1 - A1),"Going to Gate A1, Going to cafeteria, Going to sports/recreation facilities","Most convenient transportation method, Free, Better for the environment, I don't have a personal vehicle",Rarely,Sometimes,Often,Often,Rarely,Sometimes,Rarely,Never,4.0,5–10 minutes,Yes,4.0,More frequent buses,3.0,,Metallurgical and Materials Engineering
Male,Off-campus (farther away),Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,Rarely,Often,Always,Sometimes,Never,Once a day,"Morning (08:00–11:00), Evening (15:00-19:00), Late evening (19:00-23:00)",Dissatisfied,Rarely (once or twice a month),Evening (15:00–19:00),Dissatisfied,"Brown (A1 - A1), Purple (A1 - A1)","To get to department, To get to A1 Entrance","It's free, No private car",Often,Rarely,Always,Rarely,Sometimes,Sometimes,Rarely,Never,2.0,16–20 minutes,Yes,2.0,More frequent buses,3.0,,Physics
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Never,Often,Sometimes,Rarely,Often,More than once a day,Morning (08:00–11:00),Unsatisfied,Often (every weekend),Morning (08:00–11:00),Very Unsatisfied,"Yellow (A2 - East), Red (East - A2)","Going to West Dorms, Reaching my department, Going to library","Most convenient transportation method, Free, Better for the environment, Hard to find parking",Sometimes,Always,Always,Rarely,Never,Sometimes,Often,Sometimes,4.0,5–10 minutes,Yes,4.0,More frequent buses,3.0,,Fizik
Male,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Never,Sometimes,Often,Rarely,Never,Once a day,"Morning (08:00–11:00), Noon (11:00–15:00)",Neutral,Never use it,,Very Unsatisfied,"Brown (A1 - A1), Purple (A1 - A1)","Reaching my department, Going to cafeteria","Most convenient transportation method, I don't have a personal vehicle",Sometimes,Often,Rarely,Sometimes,Always,Sometimes,Never,Never,1.0,11–15 minutes,Yes,1.0,More frequent buses,3.0,,Fizik
Male,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Never,Always,Often,Sometimes,Never,More than once a day,"Morning (08:00–11:00), Afternoon (15:00–19:00)",Unsatisfied,Never use it,,,Brown (A1 - A1),"Reaching my department, Going to Gate A1, Going to Gate A2","Most convenient transportation method, Free",Always,Always,Always,Never,Sometimes,Sometimes,Always,Always,3.0,11–15 minutes,Yes,1.0,More frequent buses,2.0,,Fizik
Male,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Never,Always,Always,Sometimes,Never,More than once a day,"Morning (08:00–11:00), Afternoon (15:00–19:00)",Neutral,Nadiren (ayda 1–2 kez),"Morning (08:00–11:00), Noon (11:00–15:00)",Very Unsatisfied,"Brown (A1 - A1), Red (East - A2)","Reaching my department, Going to Gate A1, Going to Gate A2","Free, I don't have a personal vehicle",Often,Often,Sometimes,Never,Never,Sometimes,Never,Never,4.0,11–15 minutes,Yes,1.0,More frequent buses,4.0,Özellikle 17.30-19.00 saatlerinde A1 ringleri aşırı kalabalık oluyor.,Fizik
Female,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Engineering,,,,Sometimes,Often,Always,Never,Often,Haftada 1–2 kez,Afternoon (15:00–19:00),Neutral,Nadiren (ayda 1–2 kez),"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,Brown (A1 - A1),"Reaching my department, Going to Gate A1",I don't have a personal vehicle,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Never,Never,3.0,11–15 minutes,Yes,1.0,More frequent buses,3.0,,Mechanical Engineering
Female,Off-campus (farther away),Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,Never,Rarely,Always,Rarely,Never,1–2 times a week,Midday (11:00-15:00),Dissatisfied,Never,,Very dissatisfied,Brown (A1 - A1),To get to A1 Entrance,"Most convenient, It's free, Fastest, No private car",Often,Always,Often,Sometimes,Never,Always,Rarely,Often,5.0,5–10 minutes,Yes,1.0,Extended service hours,4.0,,Physics
Female,"East Dorms/Guesthouses (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,Rarely,Rarely,Always,Sometimes,Never,Very rarely,"Morning (08:00–11:00), Midday (11:00-15:00), Evening (15:00-19:00), Late evening (19:00-23:00)",Dissatisfied,Sometimes (a few times a month),Evening (15:00–19:00),Dissatisfied,"Brown (A1 - A1), Turquoise (West - A2), Orange (West - A2), Yellow (A2 - East), Red (East - A2), Navy Blue (East - East), Purple (A1 - A1)","To get to West dormitory, To get to East dormitory",,Rarely,Always,Always,Often,Always,Always,Never,Never,1.0,More than 20 minutes,Yes,1.0,More frequent buses,3.0,,Mechanical Engineering
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Always,Always,Rarely,Never,Once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Nadiren (ayda 1–2 kez),,Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Navy (East - East), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to library","Free, Better for the environment, I don't have a personal vehicle",Often,Always,Always,Always,Never,Always,Never,Rarely,5.0,16–20 minutes,Yes,3.0,More frequent buses,2.0,Gece daha geç saate kadar olmalı ve çift yönlü rotalar olmalı mesela YP'den İİBF'ye gitmek kısa sürerken tam tersine gitmek çok daha uzun sürüyor ve ring kullanamıyorum böyle durumlarda. Haftasonu ringleri çok az ve rotasının değişmesini tercih ederim. Haftasonu A1'den doğu yurtlarına gitmiyor ring ve haftasonu okula sadece otobüsle ulaşım sağlayabiliyorum. ,Fizik
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Often,Always,Often,Never,Haftada 3–4 kez,"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Satisfied,Sometimes (a few times a month),Late hours (19:00–23:00),Satisfied,"Brown (A1 - A1), Yellow (A2 - East), Navy (East - East), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to cafeteria","Most convenient transportation method, Free, Fastest transportation method",Rarely,Often,Rarely,Never,Never,Sometimes,Never,Never,5.0,5–10 minutes,Not sure,5.0,Daha uzun hizmet saatleri,4.0,,Psikoloji
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Never,Often,Always,Rarely,Never,Once a day,Afternoon (15:00–19:00),Satisfied,Nadiren (ayda 1–2 kez),,Unsatisfied,"Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2","Fastest transportation method, Better for the environment",Rarely,Often,Sometimes,Sometimes,Never,,Rarely,Never,5.0,5–10 minutes,Yes,5.0,Better route coverage,4.0,,Economics
Female,"West Dorms/Guesthouses (Isa Demiray Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Economic and Administrative Sciences,,,,Rarely,Sometimes,Always,Rarely,Never,Very rarely,Late evening (19:00-23:00),Satisfied,Sometimes (a few times a month),"Midday (11:00–15:00), Evening (15:00–19:00), Late (19:00–23:00)",Very dissatisfied,"Brown (A1 - A1), Yellow (A2 - East)","To get to A1 Entrance, To get to A2 Entrance","It's free, No private car",Rarely,Sometimes,Sometimes,Often,Often,Rarely,Rarely,Never,2.0,11–15 minutes,Not sure,1.0,More frequent buses,4.0,,International Relations
Male,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Never,Often,Often,Rarely,Never,Once a day,Morning (08:00–11:00),Satisfied,Nadiren (ayda 1–2 kez),,Unsatisfied,Brown (A1 - A1),"Reaching my department, Going to Gate A1, Going to library","Most convenient transportation method, Free, Fastest transportation method, I don't have a personal vehicle",,,,,Sometimes,Sometimes,,,3.0,5–10 minutes,Yes,3.0,Daha uzun hizmet saatleri,4.0,Hafta içi akşam 20 sonrası A1-A1 hattı sıklığını azaltarak devam edebilir ,Fizik
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Sometimes,Often,Often,Sometimes,Never,Once a day,Morning (08:00–11:00),Unsatisfied,Never use it,,Very Unsatisfied,"Brown (A1 - A1), Red (East - A2)","Reaching my department, Going to Gate A1, Going to Gate A2, Going to cafeteria","Most convenient transportation method, Free, Fastest transportation method, Better for the environment, I don't have a personal vehicle, Hard to find parking",Sometimes,Often,Often,Sometimes,Rarely,Often,Often,Rarely,3.0,11–15 minutes,Yes,3.0,More frequent buses,3.0,,Environmental Engineering
Female,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Often,Often,Rarely,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00)",Unsatisfied,Nadiren (ayda 1–2 kez),Noon (11:00–15:00),Very Unsatisfied,"Brown (A1 - A1), Navy (East - East)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to library, Going to cafeteria, Going to sports/recreation facilities","Most convenient transportation method, Free, Fastest transportation method, Better for the environment, I don't have a personal vehicle",Always,Always,Always,Always,Always,Always,Sometimes,Rarely,1.0,11–15 minutes,Yes,1.0,More frequent buses,3.0,,Matematik
Female,"East Dorms/Guesthouses (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Exchange / Erasmus / Short-term study,,,Fle,,Often,Always,Always,Often,Never,More than once a day,Morning (08:00–11:00),Very dissatisfied,Rarely (once or twice a month),Late (19:00–23:00),Neutral,"Yellow (A2 - East), Red (East - A2), Navy Blue (East - East)","To get to East dormitory, To get to department, To get to A1 Entrance, To get to dining facilities","Most convenient, It's free, Better for environment, No private car",Often,Always,Always,Rarely,Often,Often,Rarely,Rarely,2.0,16–20 minutes,Yes,3.0,Better real-time tracking,3.0,,
Female,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Often,Often,Often,Never,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),"Morning (08:00–11:00), Noon (11:00–15:00)",Very Unsatisfied,"Brown (A1 - A1), Purple (A1 - A1)","Reaching my department, Going to Gate A1, Going to library, Going to cafeteria","Free, I don't have a personal vehicle",Often,Often,Often,Sometimes,Sometimes,Often,Often,Often,3.0,11–15 minutes,Yes,3.0,More frequent buses,2.0,,Fizik
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Often,Often,Often,Never,Haftada 3–4 kez,"Morning (08:00–11:00), Noon (11:00–15:00)",Satisfied,Sometimes (a few times a month),"Morning (08:00–11:00), Afternoon (15:00–19:00)",Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East)","Going to East Dorms, Going to Gate A1, Going to Gate A2","Fastest transportation method, I don't have a personal vehicle",Sometimes,Often,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,4.0,16–20 minutes,Yes,4.0,More frequent buses,3.0,Özellikle akşam ve hafta sonu ringlerinin arttırılması gerektiğini düşünüyorum. Hafta sonu yapılan sınavlara saatte bir geçen ringle gitmek neredeyse imkansız oluyor ki saati denk gelince de rota denk gelmiyor genellikle. Ayrıca akşamları kampüs dışından gelmek de otostopa mecbur bırakıyor. Başka bir önerim veya yorumum yok ama cevaplarımı spesifikleştirmek istedim. Stat dersinizde başarılarr ,Food Engineering
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Rarely,Often,Often,Sometimes,Never,More than once a day,"Morning (08:00–11:00), Afternoon (15:00–19:00)",Unsatisfied,Sometimes (a few times a month),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Orange (West - A2), Yellow (A2 - East), Red (East - A2), Navy (East - East)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to cafeteria","Most convenient transportation method, Free, I don't have a personal vehicle",Often,Often,Always,Always,Rarely,Sometimes,Rarely,Rarely,3.0,11–15 minutes,Yes,4.0,Better route coverage,2.0,Batıya giden ring,International Relations
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Education,,,,Rarely,Always,Often,Rarely,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00)",Highly Satisfied,Nadiren (ayda 1–2 kez),Noon (11:00–15:00),Satisfied,"Orange (West - A2), Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Reaching my department, Going to Gate A2","Free, Fastest transportation method, Better for the environment, I don't have a personal vehicle",Often,Always,Rarely,Sometimes,Never,Never,Never,Never,5.0,5–10 minutes,Yes,5.0,More comfortable buses,4.0,"Sarı Rota otobüslerinin daha büyük olması lazım, havacılık durağında çoğu zaman otobüse binemiyorum bile",Foreign Languages Education
Female,Off-campus (within walking distance),Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Rarely,Often,Often,Never,Very rarely,Morning (08:00–11:00),Unsatisfied,Never use it,,Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2)",Going to Gate A1,"Free, I don't have a personal vehicle",Sometimes,Often,Always,Often,Rarely,Often,Often,Rarely,4.0,16–20 minutes,Yes,,Better route coverage,1.0,,Fizik
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Often,Rarely,Rarely,Never,Haftada 3–4 kez,"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Satisfied,Often (every weekend),"Noon (11:00–15:00), Late hours (19:00–23:00)",Unsatisfied,"Brown (A1 - A1), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to library, Going to cafeteria","Most convenient transportation method, Free, I don't have a personal vehicle",Sometimes,Rarely,Often,Sometimes,Rarely,Often,Never,Never,4.0,16–20 minutes,Yes,3.0,More frequent buses,4.0,Hafta sonu da mor ring ve daha sık sefer aralıkları (hafta içi akşam gibi) olursa çok iyi olur,Fizik
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Architecture,,,,Rarely,Always,Often,Sometimes,Never,More than once a day,Morning (08:00–11:00),Neutral,Often (every weekend),Noon (11:00–15:00),Very Unsatisfied,"Orange (West - A2), Yellow (A2 - East), Navy (East - East), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to sports/recreation facilities","Most convenient transportation method, Free, I don't have a personal vehicle",Sometimes,Always,Always,Sometimes,Rarely,Sometimes,Sometimes,Never,3.0,11–15 minutes,Yes,1.0,More frequent buses,3.0,Haftaiçi akşam ve haftasonu sefer sayısı çok az. Haftasonunda ring bölümümden geçmiyor.,Industrial Design
